Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.92,-0.34,-0.19,-7.91,-18.48,-88.34
-0.92,-0.13,-0.12,-4.97,-15.82,-89.53
-0.93,-0.12,-0.11,-7.07,-15.12,-89.67
-0.93,-0.08,-0.14,-3.36,-13.72,-89.39
-0.86,-0.15,-0.05,3.22,1.68,-84.14
-0.91,-0.1,-0.04,-2.24,10.64,-81.41
-0.94,-0.13,-0.08,3.92,14.28,-81.76
-0.97,-0.13,-0.04,0.07,12.6,-80.43
-0.95,-0.18,-0.06,0.91,12.32,-78.96
-0.93,-0.37,-0.08,7.49,16.38,-78.12
-0.91,-0.27,-0.11,12.32,19.74,-77.21
-0.91,-0.26,-0.13,18.13,22.12,-76.79
-0.9,-0.24,-0.17,23.73,23.31,-76.79
-0.93,-0.23,-0.22,25.97,23.52,-76.58
-0.99,-0.2,-0.28,24.78,23.03,-76.09
-1.05,-0.14,-0.32,20.23,18.76,-75.11
-1.08,-0.05,-0.33,15.61,13.58,-73.08
-1.11,0.08,-0.32,9.31,8.26,-69.02
-1.14,0.13,-0.31,0.14,2.94,-67.27
-1.17,0.08,-0.35,-7.56,-0.49,-65.66
-1.19,-0.03,-0.37,-21.7,-5.95,-61.74
-1.23,-0.1,-0.3,-38.08,-13.16,-55.58
-1.3,-0.14,-0.13,-47.81,-21.21,-49.56
-1.31,-0.21,0,-40.53,-31.5,-44.38
-1.27,-0.28,0.1,-13.3,-37.8,-35.77
-1.27,-0.29,0.09,12.04,-36.05,-27.79
-1.33,-0.22,0.03,34.23,-31.29,-13.3
-1.49,-0.01,0.06,45.99,-30.73,-0.98
-1.58,0.16,0.08,57.4,-31.85,11.69
-1.64,0.32,0,65.31,-38.92,25.69
-1.67,0.51,-0.09,57.96,-56.98,37.8
-1.57,0.7,-0.01,39.2,-73.15,58.52
-1.45,0.89,0.14,22.89,-82.67,70.91
-1.35,0.73,0.05,14,-79.59,80.01
-1.22,0.44,-0.24,2.31,-71.89,91.56
-1.09,0.16,-0.48,-24.15,-71.12,101.57
-0.96,-0.07,-0.54,-43.12,-72.45,104.86
-0.84,-0.29,-0.39,-74.83,-58.45,105.98
-0.78,-0.55,-0.44,-86.03,-41.02,116.62
-0.88,-0.74,-0.51,-82.04,-23.03,124.74
-1.12,-0.92,-0.61,-61.18,-11.69,130.69
-1.42,-0.91,-0.69,-57.26,-24.92,131.25
-1.52,-1.04,-0.59,-58.8,-40.11,129.15
-1.46,-1.18,-0.48,-39.27,-41.02,124.81
-1.38,-1.01,-0.54,-27.44,-35.21,124.11
-1.19,-0.69,-0.51,-20.3,-32.76,131.6
-1.1,-0.56,-0.36,-8.82,-24.85,136.57
-1.08,-0.57,-0.38,-14.28,-27.16,136.85
-0.98,-0.63,-0.39,-20.86,-33.6,135.8
-0.83,-0.65,-0.29,-25.48,-34.72,136.15
-0.74,-0.69,-0.15,-29.05,-29.4,136.64
-0.76,-0.66,-0.15,-37.24,-24.22,137.2
-0.76,-0.65,-0.21,-35.91,-28.7,135.03
-0.78,-0.61,-0.2,-30.17,-33.11,127.19
-0.72,-0.54,-0.17,-34.86,-36.54,121.8
-0.68,-0.57,-0.18,-46.48,-37.17,115.08
-0.65,-0.57,-0.2,-52.22,-37.66,106.33
-0.6,-0.58,-0.2,-59.08,-38.57,96.95
-0.55,-0.57,-0.17,-63.77,-36.75,83.58
-0.51,-0.54,-0.16,-75.6,-30.94,70.98
-0.51,-0.55,-0.2,-84.42,-28.28,57.54
-0.43,-0.58,-0.21,-91,-26.18,46.62
-0.33,-0.64,-0.23,-87.71,-19.6,36.54
-0.28,-0.69,-0.24,-87.5,-17.22,28.07
-0.24,-0.73,-0.21,-83.44,-13.86,17.78
-0.22,-0.79,-0.21,-75.25,-10.22,11.27
-0.29,-0.72,-0.23,-58.45,-6.23,13.23
-0.43,-0.78,-0.11,-33.88,-13.09,9.17
-0.53,-0.82,0.12,-10.57,-12.88,7.07
-0.61,-0.66,0.15,0.14,5.6,14.14
-0.76,-0.42,-0.07,12.04,20.72,25.69
-0.92,-0.06,-0.09,17.29,34.86,43.05
-1.19,0.42,0.18,5.11,51.87,50.19
-1.41,0.71,0.3,-4.69,39.76,38.78
-1.5,0.99,0.24,-13.79,4.13,21.98
-1.62,1.43,0.67,10.57,4.62,27.02
-1.93,2.22,0.76,46.06,3.57,33.95
-1.92,2.22,0.51,62.58,-0.35,30.94
-1.66,1.58,0.13,33.53,0.91,30.8
-1.4,0.93,-0.03,4.41,2.66,28.7
-1.09,0.24,-0.1,-33.04,3.08,25.41
-0.9,-0.11,-0.07,-57.54,5.95,19.95
-0.7,-0.41,-0.28,-70.14,10.5,-0.14
-0.46,-0.64,-0.34,-70.84,21.98,-35.07
-0.51,-0.73,-0.12,-81.34,35.21,-60.97
-1.44,-0.53,0.38,-80.15,15.75,-62.09
-1.87,-0.17,0.66,-66.64,-15.05,-37.73
-1.74,0.23,0.34,-53.41,-15.47,-19.32
-1.38,0.22,0.05,-26.32,9.45,-42.7
-1.17,0.16,0.16,3.43,48.23,-88.76
-0.98,0.11,0.11,16.8,91.56,-135.38
-0.9,-0.3,-0.02,46.27,129.57,-118.02
-1.01,-0.87,-0.55,119.91,136.85,-26.88
-0.54,-1.19,-0.99,183.61,69.51,27.86
0.15,-1.7,-0.69,213.64,82.04,-50.47
0.15,-2.23,-0.61,146.44,113.82,-102.13
-0.32,-2.07,-0.7,101.99,94.36,-70.35
-0.67,-0.73,-0.34,49,63.7,-72.66
-0.84,-0.5,-0.27,42.21,58.45,-57.05
-1.07,-0.22,-0.3,43.19,53.06,-42.91
-1.22,-0.19,-0.43,32.06,41.86,-37.45
-1.35,-0.18,-0.53,28.7,32.83,-38.15
-1.31,-0.07,-0.55,12.6,32.83,-45.15
-1.23,0,-0.61,9.03,29.61,-55.23
-1.15,0.04,-0.63,20.37,22.47,-66.5
-1.03,0.01,-0.55,42.98,15.96,-79.66
-0.91,0,-0.44,54.32,11.97,-87.29
-0.88,-0.13,-0.38,64.05,9.45,-92.82
-1,-0.16,-0.39,67.62,-16.03,-95.76
-0.99,-0.16,-0.4,59.92,-16.1,-96.32
-0.85,-0.19,-0.39,34.09,-24.57,-94.64
-0.69,-0.28,-0.33,19.6,-17.22,-88.9
-0.74,-0.37,-0.36,17.5,-11.13,-83.72
-0.8,-0.4,-0.3,16.38,-11.55,-80.15
-0.86,-0.33,-0.2,15.75,-8.75,-79.94
-0.93,-0.19,-0.13,8.61,-10.22,-82.53
-0.94,-0.16,-0.14,3.85,-12.11,-85.05
-0.93,-0.16,-0.13,10.99,-4.13,-83.72
-0.99,-0.13,-0.18,9.1,-4.27,-82.81
-0.94,-0.2,-0.13,11.2,8.61,-82.11
-0.92,-0.21,-0.13,12.04,14.28,-81.97
-0.94,-0.2,-0.11,14.56,13.58,-81.48
-0.89,-0.21,-0.09,13.02,13.37,-79.73
-0.86,-0.21,-0.07,15.47,16.73,-77.91
-0.86,-0.19,-0.08,21.84,20.16,-76.72
-0.89,-0.2,-0.11,27.93,23.87,-74.83
-0.95,-0.2,-0.19,33.81,26.46,-73.01
-1.02,-0.21,-0.26,36.54,26.32,-71.96
-1.08,-0.17,-0.31,37.1,24.78,-71.47
-1.11,-0.1,-0.34,36.47,21.49,-69.79
-1.13,0.01,-0.35,31.92,15.75,-68.11
-1.14,0.06,-0.33,23.31,9.31,-65.17
-1.18,0.08,-0.31,16.38,4.06,-64.26
-1.18,0.05,-0.32,4.2,-2.03,-62.86
-1.18,0,-0.29,-10.01,-8.26,-57.75
-1.23,-0.03,-0.22,-26.32,-15.82,-48.79
-1.28,-0.06,-0.14,-33.32,-24.36,-43.12
-1.28,-0.11,0,-24.43,-32.06,-34.44
-1.27,-0.16,0.08,-9.03,-38.15,-26.18
-1.28,-0.17,0.14,11.9,-37.31,-16.66
-1.38,-0.08,0.16,40.04,-31.92,-4.27
-1.52,0.09,0.15,59.57,-27.86,9.45
-1.62,0.3,0.05,72.17,-30.17,25.27
-1.68,0.49,-0.01,70.56,-45.29,42
-1.67,0.74,0.04,59.71,-66.85,58.31
-1.58,0.83,0.19,45.43,-79.24,74.55
-1.42,0.78,0.03,35.84,-73.78,85.61
-1.33,0.56,-0.27,17.22,-64.61,97.65
-1.19,0.26,-0.53,-16.87,-67.9,105.28
-1.03,-0.06,-0.59,-41.02,-71.33,106.4
-0.92,-0.38,-0.4,-70.07,-56.35,112.7
-0.84,-0.67,-0.37,-80.92,-41.37,121.45
-0.92,-0.99,-0.53,-72.87,-22.12,132.86
-1.13,-1.01,-0.65,-52.64,-9.87,141.05
-1.53,-1,-0.63,-50.96,-28.49,139.86
-1.55,-1.19,-0.44,-37.24,-39.69,134.33
-1.46,-1.23,-0.44,-11.69,-32.34,127.33
-1.3,-0.97,-0.54,-3.99,-34.3,129.57
-1.09,-0.71,-0.41,8.26,-27.86,139.79
-1.07,-0.56,-0.37,3.22,-28.56,144.2
-1.04,-0.63,-0.28,3.01,-33.11,142.03
-0.85,-0.67,-0.24,-5.53,-35.42,141.82
-0.7,-0.69,-0.17,-14.63,-28.35,139.93
-0.72,-0.62,-0.09,-23.17,-21.42,138.11
-0.73,-0.61,-0.24,-28.98,-20.09,135.94
-0.78,-0.61,-0.2,-27.58,-29.61,131.95
-0.75,-0.56,-0.17,-28.98,-39.27,127.54
-0.71,-0.59,-0.12,-39.62,-44.03,120.54
-0.66,-0.62,-0.1,-45.22,-43.89,111.79
-0.62,-0.61,-0.12,-44.59,-42.35,99.12
-0.56,-0.59,-0.07,-69.86,-35.84,86.45
-0.53,-0.57,-0.13,-64.61,-31.92,72.94
-0.5,-0.56,-0.2,-75.6,-31.36,58.1
-0.37,-0.62,-0.22,-80.85,-28.21,43.68
-0.25,-0.69,-0.26,-76.09,-20.51,36.89
-0.2,-0.74,-0.26,-72.94,-12.53,27.02
-0.2,-0.77,-0.22,-69.51,-9.45,18.06
-0.19,-0.79,-0.23,-59.36,-5.81,10.01
-0.24,-0.76,-0.28,-37.45,-0.21,10.01
-0.33,-0.73,-0.24,-16.8,1.75,8.12
-0.47,-0.75,-0.03,4.06,3.5,5.39
-0.59,-0.61,0.05,13.86,17.71,8.33
-0.77,-0.26,-0.03,18.62,31.01,20.79
-0.96,0.14,-0.09,16.8,41.02,36.96
-1.3,0.48,0.2,-1.26,48.02,46.34
-1.57,0.73,0.3,-16.45,27.51,32.34
-1.62,1.02,0.4,-22.82,-16.52,23.66
-1.71,1.5,0.8,7.21,-14.77,25.55
-1.93,2.2,0.73,40.67,-0.49,28.35
-2.04,2.39,0.39,51.73,1.12,24.71
-1.7,1.56,0.15,30.87,0,30.73
-1.36,0.87,0.03,2.87,1.12,31.08
-1.11,0.28,-0.03,-25.62,-1.82,27.3
-0.9,-0.16,-0.06,-49.49,-1.61,22.68
-0.71,-0.45,-0.15,-57.54,1.96,4.55
-0.45,-0.71,-0.29,-60.62,15.4,-35.49
-0.4,-0.76,-0.11,-67.62,32.27,-65.87
-1.02,-0.4,0.26,-65.38,31.36,-71.12
-1.57,-0.17,0.63,-58.24,2.38,-49.21
-1.6,0.17,0.46,-39.48,0.84,-31.29
-1.26,0.12,0.21,-12.74,26.46,-51.31
-1.12,0.07,0.15,20.58,68.95,-92.82
-1.18,0.01,0.06,39.48,114.94,-127.82
-1.44,-0.43,-0.14,79.52,161.91,-85.68
-1.38,-1.02,-0.75,127.05,126.21,19.95
-0.26,-1.22,-0.65,167.51,56,-5.53
0.07,-1.8,-0.44,156.59,78.68,-58.66
0.02,-2.15,-0.68,143.08,100.1,-83.72
-0.39,-1.49,-0.78,106.96,80.99,-67.48
-0.55,-0.76,-0.62,74.06,57.75,-61.25
-0.74,-0.46,-0.49,62.3,53.41,-52.08
-0.99,-0.26,-0.47,41.58,49.42,-44.45
-1.18,-0.25,-0.47,10.22,42.77,-38.29
-1.23,-0.31,-0.52,-7.63,35.21,-41.16
-1.25,-0.24,-0.59,-1.33,30.59,-51.1
-1.21,-0.12,-0.61,7.56,26.95,-60.83
-1.11,-0.03,-0.6,20.58,22.12,-72.73
-1.03,-0.1,-0.57,40.74,18.55,-82.95
-0.95,-0.14,-0.45,49.28,11.83,-88.41
-0.95,-0.15,-0.41,48.09,3.99,-92.26
-1.01,-0.16,-0.41,48.16,-4.76,-96.88
-0.98,-0.15,-0.42,45.78,-15.47,-96.67
-0.81,-0.17,-0.36,43.05,-17.99,-95.97
-0.74,-0.31,-0.41,45.08,-11.2,-90.86
-0.73,-0.36,-0.3,35.07,-9.03,-84.63
-0.79,-0.39,-0.22,22.61,-6.37,-78.82
-0.92,-0.28,-0.13,13.23,-3.29,-77.28
-0.97,-0.18,-0.12,9.8,-7.14,-76.93
-0.94,-0.13,-0.1,18.2,-6.86,-75.81
-0.92,0.06,-0.06,23.03,-2.31,-74.2
-0.9,-0.07,-0.03,29.82,12.46,-69.44
-0.96,-0.03,-0.07,41.16,16.1,-69.79
-0.99,-0.01,-0.09,29.89,16.38,-66.85
-0.96,-0.03,-0.1,19.88,16.45,-64.12
-0.97,-0.1,-0.13,18.06,19.6,-64.61
-0.93,-0.19,-0.15,21.84,23.8,-65.94
-0.93,-0.26,-0.16,24.22,24.22,-66.36
-0.93,-0.28,-0.18,27.37,22.47,-67.34
-0.93,-0.25,-0.23,30.38,21.07,-68.32
-0.94,-0.22,-0.28,33.81,21.7,-68.6
-0.98,-0.2,-0.34,32.97,20.93,-67.62
-1.02,-0.14,-0.38,30.73,18.76,-66.92
-1.04,-0.06,-0.39,28.84,15.61,-65.17
-1.06,0,-0.38,25.48,11.55,-63.77
-1.1,0.02,-0.37,19.25,6.58,-61.95
-1.13,-0.01,-0.37,14.14,2.52,-60.48
-1.15,-0.02,-0.33,-16.1,-6.37,-56.49
-1.2,-0.04,-0.29,-17.01,-12.67,-50.33
-1.24,-0.07,-0.23,-25.06,-17.5,-44.03
-1.25,-0.1,-0.17,-25.9,-24.57,-38.85
-1.27,-0.15,-0.11,-23.66,-34.44,-32.55
-1.28,-0.22,-0.02,-18.2,-41.44,-24.43
-1.34,-0.22,0.13,0.28,-44.52,-16.87
-1.42,-0.12,0.19,23.45,-39.76,-7.84
-1.54,0.16,0.14,56.91,-31.92,10.01
-1.63,0.4,0.06,69.02,-38.15,25.62
-1.66,0.56,-0.01,62.51,-52.99,41.37
-1.63,0.71,0.07,47.53,-68.74,53.83
-1.56,0.71,0.17,33.25,-77.63,69.79
-1.44,0.58,0.04,23.03,-76.65,78.12
-1.25,0.35,-0.19,4.48,-75.67,88.34
-1.08,0.1,-0.38,-18.83,-78.26,93.45
-0.95,-0.21,-0.45,-31.01,-66.5,93.59
-0.84,-0.52,-0.41,-43.47,-49.7,100.24
-0.8,-0.71,-0.4,-47.53,-32.41,111.02
-0.92,-0.87,-0.57,-39.48,-13.79,125.23
-1.14,-0.92,-0.73,-28.56,-12.39,133.07
-1.32,-0.97,-0.69,-26.18,-32.69,136.85
-1.38,-1.05,-0.51,-17.01,-35.42,134.61
-1.37,-1.02,-0.42,-12.32,-35.14,124.6
-1.23,-0.86,-0.41,-2.45,-32.9,122.57
-1.08,-0.54,-0.26,10.29,-18.48,130.83
-1.04,-0.47,-0.36,1.33,-18.9,134.82
-0.99,-0.57,-0.35,-3.01,-24.29,134.26
-0.91,-0.59,-0.27,-13.86,-27.02,134.61
-0.78,-0.58,-0.16,-23.52,-21.49,135.31
-0.74,-0.6,-0.11,-38.08,-18.41,135.1
-0.77,-0.58,-0.16,-41.44,-19.04,134.89
-0.79,-0.59,-0.17,-39.48,-26.46,131.88
-0.81,-0.53,-0.21,-39.13,-36.4,125.79
-0.8,-0.56,-0.19,-45.36,-45.08,117.53
-0.75,-0.6,-0.13,-43.89,-48.58,108.01
-0.66,-0.59,-0.04,-50.19,-45.08,97.37
-0.61,-0.58,-0.09,-52.78,-41.86,86.94
-0.57,-0.53,-0.1,-63.84,-36.75,72.17
-0.53,-0.56,-0.13,-77.63,-32.9,59.57
-0.43,-0.59,-0.24,-76.65,-33.46,50.96
-0.33,-0.62,-0.22,-77.28,-26.6,42.28
-0.28,-0.68,-0.21,-76.37,-18.2,32.27
-0.27,-0.73,-0.22,-74.97,-16.31,24.78
-0.26,-0.75,-0.23,-67.41,-15.05,17.92
-0.29,-0.71,-0.26,-49.7,-11.2,18.2
-0.33,-0.7,-0.24,-28.98,-8.47,15.05
-0.43,-0.75,-0.05,-7.7,-2.59,9.24
-0.56,-0.66,0.05,2.8,11.9,4.9
-0.7,-0.46,-0.04,13.09,23.45,6.51
-0.87,0.01,-0.1,16.52,32.9,19.74
-1.05,0.38,0.15,4.48,49.14,28.56
-1.47,0.67,0.44,-4.34,34.72,21.91
-1.74,0.98,0.39,-21.21,-1.19,17.78
-1.85,1.35,0.76,-4.9,-21.14,29.82
-1.91,2.23,0.75,34.02,-7.84,43.82
-1.99,2.49,0.45,55.09,-6.58,35
-1.75,1.83,0.21,32.55,-6.02,35.28
-1.38,0.86,0.07,5.74,-4.2,35.49
-1.11,0.25,-0.04,-20.3,-5.74,32.13
-0.85,-0.19,-0.1,-43.05,-4.55,26.53
-0.67,-0.54,-0.22,-56.84,-0.35,6.44
-0.43,-0.79,-0.31,-62.16,11.41,-25.27
-0.43,-0.93,-0.06,-65.38,21.77,-52.01
-0.96,-0.62,0.24,-60.83,22.12,-53.41
-1.44,-0.21,0.53,-46.97,7.98,-36.26
-1.48,0.1,0.36,-14.56,13.93,-30.17
-1.29,0.05,0.21,7.14,38.15,-49.63
-1.19,0.08,0.13,20.37,85.75,-96.6
-1.16,0.01,0.04,33.74,125.44,-128.59
-1.2,-0.38,-0.22,84.28,150.01,-110.25
-1.36,-0.99,-0.74,140.49,135.38,-21.91
-0.67,-1.08,-0.74,158.27,58.66,3.08
-0.05,-1.52,-0.36,140.98,57.05,-50.26
-0.04,-1.88,-0.4,122.85,93.03,-77.98
-0.33,-1.73,-0.65,90.23,102.27,-71.26
-0.68,-1.03,-0.77,98.21,87.29,-58.31
-0.82,-0.51,-0.56,100.73,68.32,-56.77
-0.97,-0.34,-0.43,86.8,60.62,-45.29
-1.09,-0.24,-0.37,72.1,56.91,-40.25
-1.16,-0.2,-0.44,54.46,47.67,-39.55
-1.17,-0.18,-0.53,37.52,41.72,-45.36
-1.1,-0.06,-0.64,21.63,32.48,-54.46
-1.08,0.01,-0.69,8.33,23.8,-62.51
-1.04,-0.01,-0.69,17.5,16.52,-69.16
-0.98,-0.02,-0.54,33.95,13.16,-76.09
-0.9,-0.09,-0.48,45.78,10.22,-82.95
-0.91,-0.13,-0.42,52.57,3.85,-87.01
-1.01,-0.15,-0.43,49.42,-7.21,-90.44
-0.98,-0.21,-0.45,48.3,-17.57,-89.25
-0.8,-0.26,-0.36,43.61,-13.16,-86.66
-0.81,-0.34,-0.34,42.56,-4.83,-81.27
-0.84,-0.35,-0.29,35.7,-9.17,-73.85
-0.92,-0.32,-0.19,24.85,-11.55,-70.28
-0.93,-0.28,-0.15,23.94,-8.68,-69.79
-0.93,-0.16,-0.1,30.24,-3.36,-69.51
-0.92,-0.11,-0.07,37.17,1.82,-68.39
-0.98,-0.04,-0.1,33.53,-0.98,-66.15
-0.95,-0.04,-0.08,38.78,13.44,-61.95
-0.97,-0.06,-0.14,36.75,16.45,-60.48
-0.98,-0.07,-0.17,33.25,17.57,-59.15
-0.97,-0.08,-0.18,31.08,18.9,-59.57
-0.91,-0.25,-0.19,28.56,21.63,-60.97
-0.88,-0.24,-0.2,29.19,25.69,-62.72
-0.86,-0.34,-0.2,32.69,28.07,-64.47
-0.88,-0.38,-0.23,34.93,24.57,-67.13
-0.87,-0.36,-0.25,34.93,19.74,-69.93
-0.87,-0.29,-0.29,32.62,20.02,-71.12
-0.94,-0.22,-0.34,30.45,19.04,-71.33
-1.01,-0.15,-0.35,26.88,15.82,-71.4
-1.05,-0.06,-0.33,24.15,13.09,-69.86
-1.08,0.01,-0.33,23.52,10.71,-68.11
-1.11,0.03,-0.32,25.2,8.54,-65.45
-1.17,0.01,-0.35,22.33,4.2,-64.4
-1.19,0,-0.35,8.82,-3.92,-62.02
-1.2,-0.01,-0.3,-7.35,-11.83,-55.23
-1.27,-0.01,-0.27,-23.1,-16.1,-47.46
-1.29,-0.03,-0.18,-34.65,-23.66,-40.25
-1.27,-0.06,-0.06,-34.72,-35.77,-32.69
-1.24,-0.14,0.12,-28.56,-45.57,-23.87
-1.21,-0.17,0.27,-7.63,-44.03,-16.03
-1.26,-0.12,0.29,33.6,-30.73,-5.25
-1.38,0.05,0.22,64.33,-18.69,9.17
-1.53,0.37,0.1,82.11,-24.99,29.4
-1.64,0.56,0.06,80.5,-41.93,45.08
-1.62,0.73,0.08,68.6,-61.74,57.4
-1.61,0.78,0.24,60.13,-77.14,72.52
-1.48,0.76,0.09,54.18,-75.6,84.49
-1.35,0.55,-0.2,37.03,-66.15,95.9
-1.28,0.41,-0.47,-10.15,-68.53,99.47
-1.21,0.05,-0.58,-34.16,-72.52,100.17
-1.06,-0.21,-0.52,-65.59,-59.15,104.3
-0.97,-0.57,-0.46,-82.32,-46.06,116.55
-0.93,-0.99,-0.57,-86.94,-27.86,128.31
-1.14,-1.23,-0.68,-44.8,-4.2,140.42
-1.41,-1.19,-0.82,-35.98,-21.07,147.07
-1.52,-1.22,-0.74,-36.12,-47.95,148.61
-1.49,-1.21,-0.6,-20.44,-57.47,139.37
-1.31,-1.09,-0.48,-4.27,-51.45,134.75
-1.13,-0.74,-0.51,2.03,-46.48,138.95
-1.11,-0.38,-0.34,18.27,-43.89,138.74
-1.1,-0.48,-0.2,25.55,-38.78,134.75
-0.91,-0.52,-0.17,6.23,-35.14,132.79
-0.73,-0.54,-0.18,-18.97,-30.24,133.63
-0.69,-0.51,-0.17,-32.62,-25.97,132.44
-0.7,-0.54,-0.2,-38.5,-27.09,129.29
-0.71,-0.57,-0.22,-44.38,-39.2,126
-0.67,-0.58,-0.17,-47.74,-46.97,121.1
-0.66,-0.55,-0.15,-48.72,-50.96,112.56
-0.64,-0.56,-0.14,-52.36,-51.8,104.44
-0.6,-0.53,-0.09,-60.62,-47.25,94.08
-0.54,-0.54,-0.12,-76.65,-42.35,84.77
-0.5,-0.58,-0.24,-83.93,-40.11,76.44
-0.49,-0.59,-0.26,-87.29,-38.43,61.6
-0.4,-0.63,-0.25,-90.3,-35.98,52.57
-0.33,-0.67,-0.26,-88.13,-29.89,43.68
-0.28,-0.75,-0.3,-85.33,-21.84,30.52
-0.27,-0.81,-0.3,-77.56,-0.14,20.44
-0.27,-0.82,-0.26,-65.59,-16.59,10.29
-0.24,-0.79,-0.23,-53.13,-11.83,0.42
-0.31,-0.8,-0.15,-40.53,-2.17,-2.66
-0.48,-0.81,0.02,-18.34,1.47,-5.88
-0.56,-0.65,0,-5.39,18.27,-6.86
-0.75,-0.38,-0.09,7.56,32.13,-1.05
-0.97,0.01,-0.03,15.61,43.82,15.4
-1.22,0.46,0.39,2.1,47.53,32.34
-1.5,0.72,0.46,-11.27,29.05,24.85
-1.59,0.91,0.26,-14.91,1.4,11.9
-1.58,1.21,0.57,7.42,5.32,13.86
-1.83,1.95,0.65,31.36,16.94,19.04
-2.08,2.3,0.41,47.11,8.47,28.07
-1.83,1.84,0.16,33.67,3.15,23.52
-1.33,1.08,0.04,2.45,2.03,26.32
-1.1,0.48,-0.05,-21.98,0.56,20.72
-0.83,-0.1,-0.02,-41.3,2.38,15.68
-0.65,-0.39,-0.09,-56.07,8.61,-0.77
-0.43,-0.59,-0.23,-65.03,23.1,-29.4
-0.4,-0.74,-0.05,-74.69,35.14,-65.24
-1.01,-0.61,0.34,-69.3,31.15,-71.89
-1.66,-0.2,0.69,-59.5,-0.42,-47.25
-1.79,0.23,0.48,-50.54,-4.48,-22.54
-1.45,0.2,0.13,-27.02,21.21,-43.19
-1.23,0.08,0.12,13.44,65.38,-84.63
-1.19,-0.02,0.04,33.11,108.71,-118.93
-1.33,-0.38,-0.19,63.56,140.98,-76.86
-1.17,-0.96,-0.74,128.73,106.68,22.19
-0.1,-1.13,-0.91,185.01,53.2,21.14
0.24,-1.67,-0.65,193.69,95.62,-50.19
0.09,-2.45,-0.81,166.74,115.43,-96.39
-0.55,-1.87,-0.87,108.43,70.49,-67.41
-0.57,-0.72,-0.35,51.73,46.83,-71.26
-0.65,-0.52,-0.22,42.21,57.4,-56.49
-1.04,-0.28,-0.33,31.01,54.95,-47.67
-1.21,-0.28,-0.44,10.99,43.05,-39.41
-1.3,-0.31,-0.6,5.81,32.55,-43.05
-1.28,-0.2,-0.63,7.56,32.76,-51.52
-1.16,-0.05,-0.65,1.12,29.05,-62.16
-1.09,-0.05,-0.68,15.61,24.71,-73.85
-1.01,-0.07,-0.62,33.67,21.42,-84.42
-0.91,-0.15,-0.5,47.81,14.14,-92.89
-0.88,-0.25,-0.4,63.56,7.91,-100.31
-0.58,-0.55,-0.05,-45.99,-35,97.02
-0.54,-0.55,-0.15,-50.61,-33.95,85.89
-0.38,-0.53,-0.17,-56.07,-30.66,70.28
-0.47,-0.55,-0.16,-64.75,-26.81,56
-0.4,-0.57,-0.18,-73.01,-23.94,44.03
-0.32,-0.61,-0.22,-74.55,-18.55,33.53
-0.25,-0.64,-0.24,-73.5,-12.25,23.24
-0.22,-0.71,-0.24,-70.07,-7.21,10.57
-0.21,-0.75,-0.25,-59.29,-4.27,1.47
-0.27,-0.73,-0.26,-44.87,2.59,0.28
-0.35,-0.74,-0.21,-31.43,5.53,-4.62
-0.49,-0.78,-0.09,-4.55,4.2,-10.08
-0.59,-0.69,0.02,9.87,14.35,-9.17
-0.74,-0.5,0,16.31,29.75,-2.87
-0.98,-0.01,-0.07,20.51,41.23,17.22
-1.25,0.45,0.03,4.55,44.24,37.87
-1.52,0.84,0.3,-6.16,18.9,38.5
-1.82,1.12,0.31,-16.03,-7.35,38.71
-1.76,1.48,0.76,15.89,-17.22,41.16
-1.88,2.09,0.79,49.49,-7.35,41.16
-1.93,2.36,0.41,57.89,-3.15,27.51
-1.74,1.87,0.13,39.2,-3.15,19.67
-1.43,0.96,-0.05,11.13,-1.19,20.72
-1.05,0.39,-0.17,-25.97,-0.77,20.37
-0.83,-0.06,-0.16,-49.84,3.71,17.57
-0.62,-0.39,-0.28,-64.47,9.52,-6.72
-0.4,-0.73,-0.33,-69.02,24.15,-43.75
-0.54,-0.83,-0.07,-76.79,39.13,-73.43
-1.25,-0.66,0.36,-69.58,29.68,-69.51
-1.83,-0.32,0.55,-65.03,-4.13,-32.2
-1.76,0.02,0.24,-52.64,-6.16,-14.49
-1.47,0.03,0.07,-24.99,24.15,-34.93
-1.26,0.08,0.19,4.97,61.53,-77.91
-1.11,0.04,0.19,26.88,99.61,-113.33
-0.96,-0.3,-0.12,65.8,126.14,-104.37
-1.04,-0.84,-0.55,138.81,124.39,-40.11
-0.42,-1.21,-0.89,212.8,62.79,-1.47
0.01,-1.66,-0.65,189.42,62.86,-51.17
0.1,-2.07,-0.58,123.55,88.97,-94.36
-0.3,-1.74,-0.7,68.67,84.21,-75.67
-0.54,-0.67,-0.49,41.51,58.38,-72.45
-0.72,-0.45,-0.39,41.23,54.6,-59.85
-0.99,-0.25,-0.33,35,56,-48.02
-1.14,-0.18,-0.4,20.3,49.91,-42.49
-1.3,-0.18,-0.51,21,40.32,-44.73
-1.31,-0.03,-0.53,10.43,34.09,-53.41
-1.23,0.04,-0.59,3.01,23.31,-63.28
-1.14,0.05,-0.61,9.59,15.61,-72.03
-1.04,-0.06,-0.54,32.06,12.88,-84.07
-0.93,-0.1,-0.46,54.25,7.35,-91.35
-0.92,-0.13,-0.41,56.14,1.47,-95.41
-1,-0.16,-0.44,50.19,-6.51,-95.9
-1.01,-0.13,-0.47,40.46,-18.76,-97.37
